catalogue	title	thumbnailUrl	sources	processingLevel	areas	geoResolution	vertLevels	tempExtentBegin	tempResolutions	stacOrCswBbox	stacOrCswTbox	mainVariables	_isViewableOmi	numLayers	thumbnailMeta	tempExtentEnd	omiFigureUrl
CMEMS	Mediterranean Sea, Bio-Geo-Chemical, L4, monthly means and interpolated daily observation	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_MED_BGC_HR_L4_NRT_009_211.jpg	['Satellite observations']	Level 4	['Mediterranean Sea']	{'row': {'magnitude': 0.1, 'units': 'km'}, 'column': {'magnitude': 0.1, 'units': 'km'}}		2020-01-01	['Monthly', 'Daily']	[-5.999338624338596, 30.000462962962963, 36.999338624338655, 45.99953703703704]	['2020-01-01T00:00:00.000Z', '2026-01-01T00:00:00.000Z']	['Plankton', 'Optics']	False	22	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'OC'}]}}		
CMEMS	Mediterranean Sea, Bio-Geo-Chemical, L3, daily Satellite Observations (Near Real Time)	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_MED_BGC_L3_NRT_009_141.jpg	['Satellite observations']	Level 3	['Mediterranean Sea']	{'row': {'magnitude': 1, 'units': 'km'}, 'column': {'magnitude': 1, 'units': 'km'}}		2023-04-10	['Daily']	[-5.99828577041626, 30.00135040283203, 36.498287200927734, 45.99864959716797]	['2023-04-29T00:00:00.000Z', '2026-02-13T00:00:00.000Z']	['Plankton', 'Optics']	False	62	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'OC'}]}}		
CMEMS	Mediterranean Sea, Bio-Geo-Chemical, L4, monthly means, daily gapfree and climatology Satellite Observations (Near Real Time)	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_MED_BGC_L4_NRT_009_142.jpg	['Satellite observations']	Level 4	['Mediterranean Sea']	{'row': {'magnitude': 1, 'units': 'km'}, 'column': {'magnitude': 1, 'units': 'km'}}		2023-04-10	['Daily', 'Monthly']	[-5.99828577041626, 30.00135040283203, 36.498287200927734, 45.99864959716797]	['2022-01-01T00:00:00.000Z', '2026-02-13T00:00:00.000Z']	['Plankton', 'Optics']	False	17	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'OC'}]}}		
CMEMS	North West Shelf Region, Bio-Geo-Chemical, L3, daily observation	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_NWS_BGC_HR_L3_NRT_009_203.jpg	['Satellite observations']	Level 3	['Atlantic: Iberia-Biscay-Ireland', 'Atlantic: North', 'Atlantic: NW European Shelf']	{'row': {'magnitude': 0.1, 'units': 'km'}, 'column': {'magnitude': 0.1, 'units': 'km'}}		2020-01-01	['Daily']	[-11.999475890985316, 48.00046296296296, 13.000524109014684, 61.99953703703704]	['2020-01-01T00:00:00.000Z', '2026-02-13T00:00:00.000Z']	['Plankton', 'Optics']	False	30	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'OC'}]}}		
CMEMS	North West Shelf Region, Bio-Geo-Chemical, L4, monthly means and interpolated daily observation	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_NWS_BGC_HR_L4_NRT_009_209.jpg	['Satellite observations']	Level 4	['Atlantic: NW European Shelf', 'Atlantic: North']	{'row': {'magnitude': 0.1, 'units': 'km'}, 'column': {'magnitude': 0.1, 'units': 'km'}}		2020-01-01	['Monthly', 'Daily']	[-11.999475890985316, 48.00046296296296, 13.000524109014684, 61.99953703703704]	['2020-01-04T00:00:00.000Z', '2026-01-01T00:00:00.000Z']	['Plankton', 'Optics']	False	22	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'OC'}]}}		
CMEMS	Global Ocean Colour Plankton and Reflectances MY L3 daily observations	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_GLO_BGC_L3_MY_009_107.jpg	['Satellite observations']	Level 3	['Global Ocean']	{'row': {'magnitude': 4, 'units': 'km'}, 'column': {'magnitude': 4, 'units': 'km'}}		1997-09-04	['Daily']	[-179.97916666666666, -89.97916666666666, 179.97916666666663, 89.97916666666667]	['1997-09-04T00:00:00.000Z', '2024-12-31T00:00:00.000Z']	['Plankton']	False	16	{'basemapId': 'light', 'overlays': {'tags': [{'name': 'OC'}, {'name': 'CCI'}]}}		
CMEMS	Global Ocean Colour Plankton MY L4 monthly observations	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_GLO_BGC_L4_MY_009_108.jpg	['Satellite observations']	Level 4	['Global Ocean']	{'row': {'magnitude': 4, 'units': 'km'}, 'column': {'magnitude': 4, 'units': 'km'}}		1997-09-04	['Monthly']	[-179.9791717529297, -89.97916412353516, 179.9791717529297, 89.97916412353516]	['1997-09-01T00:00:00.000Z', '2024-12-01T00:00:00.000Z']	['Plankton']	False	3	{'basemapId': 'light', 'overlays': {'tags': [{'name': 'OC'}, {'name': 'CCI'}]}}		
CMEMS	Global Ocean Colour (Copernicus-GlobColour), Bio-Geo-Chemical, L3 (daily) from Satellite Observations (1997-ongoing)	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_GLO_BGC_L3_MY_009_103.jpg	['Satellite observations']	Level 3	['Global Ocean']	{'row': {'magnitude': 4, 'units': 'km'}, 'column': {'magnitude': 4, 'units': 'km'}}		1997-04-09	['Daily']	[-179.99722290039062, -89.99722290039062, 179.9972381591797, 89.99722290039062]	['1997-09-04T00:00:00.000Z', '2026-02-07T00:00:00.000Z']	['Plankton', 'Optics']	False	79	{'basemapId': 'light', 'overlays': {'tags': [{'name': 'OC'}, {'name': 'GlobColour'}]}}		
CMEMS	Global Ocean Colour (Copernicus-GlobColour), Bio-Geo-Chemical, L4 (monthly and interpolated) from Satellite Observations (1997-ongoing)	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_GLO_BGC_L4_MY_009_104.jpg	['Satellite observations']	Level 4	['Global Ocean']	{'row': {'magnitude': 4, 'units': 'km'}, 'column': {'magnitude': 4, 'units': 'km'}}		1997-09-01	['Daily', 'Monthly']	[-179.99722290039062, -89.99722290039062, 179.9972381591797, 89.99722290039062]	['1997-09-01T00:00:00.000Z', '2026-02-06T00:00:00.000Z']	['Plankton', 'Optics']	False	120	{'basemapId': 'light', 'overlays': {'tags': [{'name': 'OC'}, {'name': 'GlobColour'}]}}		
CMEMS	Arctic Ocean Colour Plankton, Reflectance, Transparency and Optics MY L3 daily observations	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_ARC_BGC_L3_MY_009_123.jpg	['Satellite observations']	Level 3	['Arctic Ocean']	{'row': {'magnitude': 4, 'units': 'km'}, 'column': {'magnitude': 4, 'units': 'km'}}		1997-09-04	['Daily']	[-180, 52.005, 179.995, 90.00000000000091]	['1997-09-04T00:00:00.000Z', '2026-02-06T00:00:00.000Z']	['Plankton', 'Optics']	False	31	{'basemapId': 'light', 'overlays': {'tags': [{'name': 'OC'}]}}		
CMEMS	Arctic Ocean Colour Plankton MY L4 daily climatology and monthly observations	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_ARC_BGC_L4_MY_009_124.jpg	['Satellite observations']	Level 4	['Arctic Ocean']	{'row': {'magnitude': 4, 'units': 'km'}, 'column': {'magnitude': 4, 'units': 'km'}}		1997-09-04	['Monthly', 'Multi-yearly']	[-180, 66, 179.9100000000136, 90.00000000000091]	['1997-09-01T00:00:00.000Z', '2024-12-01T00:00:00.000Z']	['Plankton']	False	5	{'basemapId': 'light', 'overlays': {'tags': [{'name': 'OC'}]}}		
CMEMS	North Atlantic Ocean Colour Plankton, Reflectance, Transparency and Optics MY L3 daily observations	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_ATL_BGC_L3_MY_009_113.jpg	['Satellite observations']	Level 3	['Global Ocean', 'Atlantic: North']	{'row': {'magnitude': 1, 'units': 'km'}, 'column': {'magnitude': 1, 'units': 'km'}}		1997-09-04	['Daily']	[-45.99721908569336, 20.002777099609375, 12.99722671508789, 65.99722290039062]	['1997-09-04T00:00:00.000Z', '2026-02-06T00:00:00.000Z']	['Plankton', 'Optics']	False	75	{'basemapId': 'light', 'overlays': {'tags': [{'name': 'OC'}]}}		
CMEMS	Atlantic Ocean Colour (Copernicus-GlobColour), Bio-Geo-Chemical, L4 (daily interpolated) from Satellite Observations (1997-ongoing)	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_ATL_BGC_L4_MY_009_118.jpg	['Satellite observations']	Level 4	['Global Ocean', 'Atlantic: North']	{'row': {'magnitude': 1, 'units': 'km'}, 'column': {'magnitude': 1, 'units': 'km'}}		1997-04-09	['Daily', 'Monthly']	[-45.99479293823242, 20.005207061767578, 12.994793891906738, 65.99478912353516]	['1997-09-01T00:00:00.000Z', '2026-02-06T00:00:00.000Z']	['Plankton']	False	27	{'basemapId': 'light', 'overlays': {'tags': [{'name': 'OC'}]}}		
CMEMS	Baltic Sea Multiyear Ocean Colour Plankton, Reflectances and Transparency L3 daily observations	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_BAL_BGC_L3_MY_009_133.jpg	['Satellite observations']	Level 3	['Baltic Sea']	{'row': {'magnitude': 1, 'units': 'km'}, 'column': {'magnitude': 1, 'units': 'km'}}		1997-09-04	['Daily']	[9.252659797668457, 53.251346588134766, 30.24734115600586, 65.8486557006836]	['1997-09-04T00:00:00.000Z', '2026-02-06T00:00:00.000Z']	['Plankton', 'Optics']	False	56	{'basemapId': 'light', 'overlays': {'tags': [{'name': 'OC'}]}}		
CMEMS	Baltic Sea Multiyear Ocean Colour Plankton monthly observations	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_BAL_BGC_L4_MY_009_134.jpg	['Satellite observations']	Level 4	['Baltic Sea']	{'row': {'magnitude': 4, 'units': 'km'}, 'column': {'magnitude': 4, 'units': 'km'}}		1997-09-04	['Monthly', 'Daily']	[9.252659797668457, 53.251346588134766, 30.24734115600586, 65.8486557006836]	['1997-09-01T00:00:00.000Z', '2026-01-01T00:00:00.000Z']	['Plankton']	False	10	{'basemapId': 'light', 'overlays': {'tags': [{'name': 'OC'}]}}		
CMEMS	Black Sea, Bio-Geo-Chemical, L3, daily Satellite Observations (1997-ongoing)	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_BLK_BGC_L3_MY_009_153.jpg	['Satellite observations']	Level 3	['Black Sea']	{'row': {'magnitude': 1, 'units': 'km'}, 'column': {'magnitude': 1, 'units': 'km'}}		1997-09-04	['Daily']	[26.501876831054688, 40.00135040283203, 41.99812316894531, 47.99864959716797]	['1997-09-16T00:00:00.000Z', '2026-02-06T00:00:00.000Z']	['Plankton', 'Optics']	False	55	{'basemapId': 'light', 'overlays': {'tags': [{'name': 'OC'}]}}		
CMEMS	Black Sea, Bio-Geo-Chemical, L4, monthly means, daily gapfree and climatology Satellite Observations (1997-ongoing)	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_BLK_BGC_L4_MY_009_154.jpg	['Satellite observations']	Level 4	['Black Sea']	{'row': {'magnitude': 1, 'units': 'km'}, 'column': {'magnitude': 1, 'units': 'km'}}		1997-09-04	['Daily', 'Monthly']	[26.501876831054688, 40.00135040283203, 41.99812316894531, 47.99864959716797]	['1997-09-01T00:00:00.000Z', '2026-02-02T00:00:00.000Z']	['Plankton']	False	14	{'basemapId': 'light', 'overlays': {'tags': [{'name': 'OC'}]}}		
CMEMS	Mediterranean Sea, Bio-Geo-Chemical, L3, daily Satellite Observations (1997-ongoing)	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_MED_BGC_L3_MY_009_143.jpg	['Satellite observations']	Level 3	['Mediterranean Sea']	{'row': {'magnitude': 1, 'units': 'km'}, 'column': {'magnitude': 1, 'units': 'km'}}		1997-09-04	['Daily']	[-5.99828577041626, 30.00135040283203, 36.498287200927734, 45.99864959716797]	['1997-09-16T00:00:00.000Z', '2026-02-06T00:00:00.000Z']	['Plankton', 'Optics']	False	62	{'basemapId': 'light', 'overlays': {'tags': [{'name': 'OC'}]}}		
CMEMS	Mediterranean Sea, Bio-Geo-Chemical, L4, monthly means, daily gapfree and climatology Satellite Observations (1997-ongoing)	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_MED_BGC_L4_MY_009_144.jpg	['Satellite observations']	Level 4	['Mediterranean Sea']	{'row': {'magnitude': 1, 'units': 'km'}, 'column': {'magnitude': 1, 'units': 'km'}}		2023-04-10	['Daily', 'Monthly', 'Multi-yearly']	[-5.99828577041626, 30.00135040283203, 36.498287200927734, 45.99864959716797]	['1997-09-01T00:00:00.000Z', '2026-02-02T00:00:00.000Z']	['Plankton']	False	14	{'basemapId': 'light', 'overlays': {'tags': [{'name': 'OC'}]}}		
CMEMS	ODYSSEA Global Ocean - Sea Surface Temperature Multi-sensor L3 Observations	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SST_GLO_SST_L3S_NRT_OBSERVATIONS_010_010.jpg	['Satellite observations']	Level 3	['Global Ocean']	{'row': {'magnitude': 0.1, 'units': 'degree'}, 'column': {'magnitude': 0.1, 'units': 'degree'}}		2021-01-01	['Daily']	[-179.97500610351562, -79.9749984741211, 179.97500610351562, 79.9749984741211]	['2020-12-20T00:00:00.000Z', '2026-02-13T00:00:00.000Z']	['Temperature']	False	55	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'SST'}, {'name': 'ODYSSEA'}]}}		
CMEMS	Global Ocean OSTIA Sea Surface Temperature and Sea Ice Analysis	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SST_GLO_SST_L4_NRT_OBSERVATIONS_010_001.jpg	['Satellite observations']	Level 4	['Global Ocean']	{'row': {'magnitude': 0.05, 'units': 'degree'}, 'column': {'magnitude': 0.05, 'units': 'degree'}}		2007-01-01	['Daily']	[-179.97500610351562, -89.9749984741211, 179.97500610351562, 89.9749984741211]	['2024-01-17T00:00:00.000Z', '2026-02-13T00:00:00.000Z']	['Temperature', 'Sea ice']	False	4	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'SST'}, {'name': 'OSTIA'}]}}		
CMEMS	European North West Shelf/Iberia Biscay Irish Seas – High Resolution ODYSSEA Sea Surface Temperature Multi-sensor L3 Observations	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SST_ATL_PHY_L3S_NRT_010_037.jpg	['Satellite observations']	Level 3	['Atlantic: Iberia-Biscay-Ireland', 'Atlantic: North', 'Atlantic: NW European Shelf']	{'row': {'magnitude': 0.02, 'units': 'degree'}, 'column': {'magnitude': 0.02, 'units': 'degree'}}		2021-01-01	['Daily']	[-23.989999771118164, 6.010000228881836, 15.989999771118164, 64.98999786376953]	['2020-12-20T00:00:00.000Z', '2026-02-13T00:00:00.000Z']	['Temperature']	False	55	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'SST'}]}}		
CMEMS	European North West Shelf/Iberia Biscay Irish Seas – High Resolution ODYSSEA L4 Sea Surface Temperature Analysis	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SST_ATL_SST_L4_NRT_OBSERVATIONS_010_025.jpg	['Satellite observations']	Level 4	['Atlantic: Iberia-Biscay-Ireland', 'Atlantic: North', 'Atlantic: NW European Shelf']	{'row': {'magnitude': 0.02, 'units': 'degree'}, 'column': {'magnitude': 0.02, 'units': 'degree'}}		2018-01-01	['Daily']	[-20.989999771118164, 9.010000228881836, 12.989999771118164, 61.9900016784668]	['2018-01-01T00:00:00.000Z', '2026-02-13T00:00:00.000Z']	['Temperature']	False	4	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'SST'}]}}		
CMEMS	North Sea/Baltic Sea - Sea Surface Temperature Analysis L3S	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SST_BAL_SST_L3S_NRT_OBSERVATIONS_010_032.jpg	['Satellite observations']	Level 3	['Baltic Sea']	{'row': {'magnitude': 0.02, 'units': 'degree'}, 'column': {'magnitude': 0.02, 'units': 'degree'}}		2019-01-01	['Daily']	[-10, 48, 30, 66]	['2019-03-11T00:00:00.000Z', '2026-02-14T00:00:00.000Z']	['Temperature']	False	11	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'SST'}]}}		
CMEMS	Baltic Sea- Sea Surface Temperature Analysis L4	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SST_BAL_SST_L4_NRT_OBSERVATIONS_010_007_b.jpg	['Satellite observations']	Level 4	['Baltic Sea']	{'row': {'magnitude': 0.02, 'units': 'degree'}, 'column': {'magnitude': 0.02, 'units': 'degree'}}		2018-12-04	['Daily']	[-10, 48, 30, 66]	['2023-01-30T00:00:00.000Z', '2026-02-14T00:00:00.000Z']	['Temperature']	False	4	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'SST'}]}}		
CMEMS	Baltic Sea - Diurnal Subskin Sea Surface Temperature Analysis	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SST_BAL_PHY_SUBSKIN_L4_NRT_010_034.jpg	['Satellite observations']	Level 4	['Baltic Sea']	{'row': {'magnitude': 0.02, 'units': 'degree'}, 'column': {'magnitude': 0.02, 'units': 'degree'}}		2022-05-01	['Daily']	[-10, 48, 30, 66]	['2022-05-01T00:00:00.000Z', '2026-02-13T23:00:00.000Z']	['Temperature']	False	4	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'SST'}, {'name': 'Subskin'}]}}		
CMEMS	Black Sea - High Resolution and Ultra High Resolution L3S Sea Surface Temperature	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SST_BS_SST_L3S_NRT_OBSERVATIONS_010_013.jpg	['Satellite observations']	Level 3	['Black Sea']	{'row': {'magnitude': 0.01, 'units': 'degree'}, 'column': {'magnitude': 0.01, 'units': 'degree'}}		2008-01-01	['Daily']	[26.375, 38.75, 42.375, 48.8125]	['2008-01-01T00:00:00.000Z', '2026-02-14T00:00:00.000Z']	['Temperature']	False	34	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'SST'}]}}		
CMEMS	Black Sea High Resolution and Ultra High Resolution Sea Surface Temperature Analysis	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SST_BS_SST_L4_NRT_OBSERVATIONS_010_006.jpg	['Satellite observations']	Level 4	['Black Sea']	{'row': {'magnitude': 0.01, 'units': 'degree'}, 'column': {'magnitude': 0.01, 'units': 'degree'}}		2008-01-01	['Daily']	[26.375, 38.75, 42.375, 48.8125]	['2008-01-01T00:00:00.000Z', '2026-02-14T00:00:00.000Z']	['Temperature']	False	10	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'SST'}]}}		
CMEMS	Black Sea - High Resolution Diurnal Subskin Sea Surface Temperature Analysis	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SST_BS_PHY_SUBSKIN_L4_NRT_010_035.jpg	['Satellite observations']	Level 4	['Black Sea']	{'row': {'magnitude': 0.0625, 'units': 'degree'}, 'column': {'magnitude': 0.0625, 'units': 'degree'}}		2020-01-01	['Hourly']	[26.375, 38.75, 42.375, 48.8125]	['2020-01-01T00:00:00.000Z', '2026-02-13T23:00:00.000Z']	['Temperature']	False	4	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'SST'}, {'name': 'Subskin'}]}}		
CMEMS	Mediterranean Sea - High Resolution and Ultra High Resolution L3S Sea Surface Temperature	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SST_MED_SST_L3S_NRT_OBSERVATIONS_010_012.jpg	['Satellite observations']	Level 3	['Mediterranean Sea']	{'row': {'magnitude': 0.01, 'units': 'degree'}, 'column': {'magnitude': 0.01, 'units': 'degree'}}		2008-01-01	['Daily']	[-18.125, 30.25, 36.25, 46]	['2008-01-01T00:00:00.000Z', '2026-02-14T00:00:00.000Z']	['Temperature']	False	34	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'SST'}]}}		
CMEMS	Mediterranean Sea High Resolution and Ultra High Resolution Sea Surface Temperature Analysis	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SST_MED_SST_L4_NRT_OBSERVATIONS_010_004.jpg	['Satellite observations']	Level 4	['Mediterranean Sea']	{'row': {'magnitude': 0.01, 'units': 'degree'}, 'column': {'magnitude': 0.01, 'units': 'degree'}}		2008-01-01	['Daily']	[-18.125, 30.25, 36.25, 46]	['2008-01-01T00:00:00.000Z', '2026-02-14T00:00:00.000Z']	['Temperature']	False	10	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'SST'}]}}		
CMEMS	Mediterranean Sea - High Resolution Diurnal Subskin Sea Surface Temperature Analysis	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SST_MED_PHY_SUBSKIN_L4_NRT_010_036.jpg	['Satellite observations']	Level 4	['Mediterranean Sea']	{'row': {'magnitude': 0.0625, 'units': 'degree'}, 'column': {'magnitude': 0.0625, 'units': 'degree'}}		2019-01-01	['Hourly']	[-18.125, 30.25, 36.25, 46]	['2019-01-01T00:00:00.000Z', '2026-02-13T23:00:00.000Z']	['Temperature']	False	4	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'SST'}, {'name': 'Subskin'}]}}		
CMEMS	ESA SST CCI and C3S reprocessed sea surface temperature analyses	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SST_GLO_SST_L4_REP_OBSERVATIONS_010_024.jpg	['Satellite observations']	Level 4	['Global Ocean']	{'row': {'magnitude': 0.05, 'units': 'degree'}, 'column': {'magnitude': 0.05, 'units': 'degree'}}		1981-09-01	['Daily']	[-179.97500610351562, -89.9749984741211, 179.97500610351562, 89.97500610351562]	['1981-09-01T00:00:00.000Z', '2024-12-31T00:00:00.000Z']	['Temperature', 'Sea ice']	False	11	{'basemapId': 'light', 'overlays': {'tags': [{'name': 'SST'}, {'name': 'CCI'}]}}	2022-10-31	
CMEMS	Global High Resolution ODYSSEA Sea Surface Temperature Multi-sensor L3 Observations	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SST_GLO_PHY_L3S_MY_010_039.jpg	['Satellite observations']	Level 3	['Global Ocean']	{'row': {'magnitude': 0.1, 'units': 'degree'}, 'column': {'magnitude': 0.1, 'units': 'degree'}}		1982-01-01	['Daily']	[-179.9499969482422, -79.94999694824219, 179.9499969482422, 79.94999694824219]	['1982-01-01T00:00:00.000Z', '2024-12-31T00:00:00.000Z']	['Temperature']	False	8	{'basemapId': 'light', 'overlays': {'tags': [{'name': 'SST'}, {'name': 'ODYSSEA'}]}}		
CMEMS	Global Ocean OSTIA Sea Surface Temperature and Sea Ice Reprocessed	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SST_GLO_SST_L4_REP_OBSERVATIONS_010_011.jpg	['Satellite observations']	Level 4	['Global Ocean']	{'row': {'magnitude': 0.05, 'units': 'degree'}, 'column': {'magnitude': 0.05, 'units': 'degree'}}		1981-10-01	['Daily']	[-179.97500610351562, -89.9749984741211, 179.97500610351562, 89.9749984741211]	['1981-10-01T00:00:00.000Z', '2023-12-31T00:00:00.000Z']	['Temperature', 'Sea ice']	False	4	{'basemapId': 'light', 'overlays': {'tags': [{'name': 'SST'}, {'name': 'OSTIA'}]}}	2022-05-31	
CMEMS	European North West Shelf/Iberia Biscay Irish Seas – High Resolution ODYSSEA Sea Surface Temperature Multi-sensor L3 Observations Reprocessed	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SST_ATL_PHY_L3S_MY_010_038.jpg	['Satellite observations']	Level 3	['Atlantic: Iberia-Biscay-Ireland', 'Atlantic: North', 'Atlantic: NW European Shelf']	{'row': {'magnitude': 0.05, 'units': 'degree'}, 'column': {'magnitude': 0.05, 'units': 'degree'}}		1982-01-01	['Daily']	[-20.975, 8.925, 12.975, 61.975]	['1982-01-01T00:00:00.000Z', '2024-11-04T00:00:00.000Z']	['Temperature']	False	8	{'basemapId': 'light', 'overlays': {'tags': [{'name': 'SST'}]}}		
CMEMS	European North West Shelf/Iberia Biscay Irish Seas - High Resolution L4 Sea Surface Temperature Reprocessed	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SST_ATL_SST_L4_REP_OBSERVATIONS_010_026.jpg	['Satellite observations']	Level 4	['Atlantic: Iberia-Biscay-Ireland', 'Atlantic: North', 'Atlantic: NW European Shelf']	{'row': {'magnitude': 0.05, 'units': 'degree'}, 'column': {'magnitude': 0.05, 'units': 'degree'}}		1982-01-01	['Daily']	[-20.975, 8.925, 12.975, 61.975]	['1982-01-01T00:00:00.000Z', '2023-12-31T00:00:00.000Z']	['Temperature']	False	2	{'basemapId': 'light', 'overlays': {'tags': [{'name': 'SST'}]}}		
CMEMS	Baltic Sea - L3S Sea Surface Temperature Reprocessed	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SST_BAL_PHY_L3S_MY_010_040.jpg	['Satellite observations']	Level 3	['Baltic Sea']	{'row': {'magnitude': 0.02, 'units': 'degree'}, 'column': {'magnitude': 0.02, 'units': 'degree'}}		1982-01-01	['Daily']	[-10, 48, 30, 66]	['1982-01-01T00:00:00.000Z', '2024-12-31T00:00:00.000Z']	['Temperature']	False	11	{'basemapId': 'light', 'overlays': {'tags': [{'name': 'SST'}]}}		
CMEMS	Baltic Sea- Sea Surface Temperature Reprocessed	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SST_BAL_SST_L4_REP_OBSERVATIONS_010_016.jpg	['Satellite observations']	Level 4	['Baltic Sea']	{'row': {'magnitude': 0.02, 'units': 'degree'}, 'column': {'magnitude': 0.02, 'units': 'degree'}}		1982-01-01	['Daily']	[-10, 48, 30, 66]	['1982-01-01T00:00:00.000Z', '2024-12-31T00:00:00.000Z']	['Temperature', 'Sea ice']	False	4	{'basemapId': 'light', 'overlays': {'tags': [{'name': 'SST'}]}}		
CMEMS	Black Sea - High Resolution L3S Sea Surface Temperature Reprocessed	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SST_BS_PHY_L3S_MY_010_041.jpg	['Satellite observations']	Level 4	['Black Sea']	{'row': {'magnitude': 0.05, 'units': 'degree'}, 'column': {'magnitude': 0.05, 'units': 'degree'}}		1982-01-01	['Daily']	[26.375, 38.724998474121094, 42.375, 48.775001525878906]	['1982-01-01T00:00:00.000Z', '2026-01-15T00:00:00.000Z']	['Temperature']	False	1	{'basemapId': 'light', 'overlays': {'tags': [{'name': 'SST'}]}}		
CMEMS	Black Sea - High Resolution L4 Sea Surface Temperature Reprocessed	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SST_BS_SST_L4_REP_OBSERVATIONS_010_022.jpg	['Satellite observations']	Level 4	['Black Sea']	{'row': {'magnitude': 0.05, 'units': 'degree'}, 'column': {'magnitude': 0.05, 'units': 'degree'}}		1982-01-01	['Daily']	[26.375, 38.724998474121094, 42.375, 48.775001525878906]	['1982-01-01T00:00:00.000Z', '2026-01-15T00:00:00.000Z']	['Temperature']	False	4	{'basemapId': 'light', 'overlays': {'tags': [{'name': 'SST'}]}}		
