id	title	type	snippet	provider	state_date	end_date	bbox	deprecated	keywords	catalog	url	license
MODIS/061/MYD14A2	MYD14A2.061: Aqua Thermal Anomalies & Fire 8-Day Global 1km	image_collection	ee.ImageCollection('MODIS/061/MYD14A2')	NASA LP DAAC at the USGS EROS Center	2002-07-04	2025-05-17	-180, -90, 180, 90	False	8-day, aqua, fire, global, modis, myd14a2, nasa, usgs	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_061_MYD14A2.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD14A2	other
MODIS/061/MYD15A2H	MYD15A2H.061: Aqua Leaf Area Index/FPAR 8-Day Global 500m	image_collection	ee.ImageCollection('MODIS/061/MYD15A2H')	NASA LP DAAC at the USGS EROS Center	2002-07-04	2025-05-17	-180, -90, 180, 90	False	8-day, aqua, fpar, global, lai, modis, myd15a2h, nasa, plant-productivity, usgs	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_061_MYD15A2H.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD15A2H	other
MODIS/061/MYD17A2H	MYD17A2H.061: Aqua Gross Primary Productivity 8-Day Global 500m	image_collection	ee.ImageCollection('MODIS/061/MYD17A2H')	NASA LP DAAC at the USGS EROS Center	2021-01-01	2025-05-17	-180, -90, 180, 90	False	8-day, aqua, global, gpp, modis, myd17a2, nasa, photosynthesis, plant-productivity, productivity, psn, usgs	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_061_MYD17A2H.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD17A2H	other
MODIS/061/MYD17A3HGF	MYD17A3HGF.061: Aqua Net Primary Production Gap-Filled Yearly Global 500m	image_collection	ee.ImageCollection('MODIS/061/MYD17A3HGF')	NASA LP DAAC at the USGS EROS Center	2001-01-01	2024-01-01	-180, -90, 180, 90	False	aqua, global, gpp, nasa, npp, photosynthesis, plant-productivity, productivity, psn, usgs, yearly	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_061_MYD17A3HGF.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD17A3HGF	other
MODIS/061/MYD21A1D	MYD21A1D.061 Aqua Land Surface Temperature and 3-Band Emissivity Daily Global 1km	image_collection	ee.ImageCollection('MODIS/061/MYD21A1D')	NASA LP DAAC at the USGS EROS Center	2000-02-24	2025-05-29	-180, -90, 180, 90	False	aqua, climate, daily, emissivity, global, lst, nasa, surface-temperature, usgs	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_061_MYD21A1D.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD21A1D	other
MODIS/061/MYD21A1N	MYD21A1N.061 Aqua Land Surface Temperature and 3-Band Emissivity Daily Global 1km	image_collection	ee.ImageCollection('MODIS/061/MYD21A1N')	NASA LP DAAC at the USGS EROS Center	2000-02-24	2025-05-30	-180, -90, 180, 90	False	aqua, climate, daily, emissivity, global, lst, nasa, surface-temperature, usgs	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_061_MYD21A1N.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD21A1N	other
MODIS/061/MYD21C1	MYD21C1.061 Aqua Land Surface Temperature and 3-Band Emissivity Daily L3 Global 0.05 Deg CMG	image_collection	ee.ImageCollection('MODIS/061/MYD21C1')	NASA LP DAAC at the USGS EROS Center	2000-02-24	2025-05-30	-180, -90, 180, 90	False	aqua, climate, daily, emissivity, global, lst, nasa, surface-temperature, usgs	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_061_MYD21C1.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD21C1	other
MODIS/061/MYD21C2	MYD21C2.061 Aqua Land Surface Temperature and 3-Band Emissivity 8-Day L3 Global 0.05 Deg CMG	image_collection	ee.ImageCollection('MODIS/061/MYD21C2')	NASA LP DAAC at the USGS EROS Center	2000-02-24	2025-05-17	-180, -90, 180, 90	False	aqua, climate, emissivity, global, lst, nasa, surface-temperature, usgs	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_061_MYD21C2.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD21C2	other
MODIS/061/MYD21C3	MYD21C3.061 Aqua Land Surface Temperature and 3-Band Emissivity Monthly L3 Global 0.05 Deg CMG	image_collection	ee.ImageCollection('MODIS/061/MYD21C3')	NASA LP DAAC at the USGS EROS Center	2000-02-24	2025-04-01	-180, -90, 180, 90	False	aqua, climate, emissivity, global, lst, monthly, nasa, surface-temperature, usgs	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_061_MYD21C3.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD21C3	other
MODIS/062/MCD18A1	MCD18A1.062 Surface Radiation Daily/3-Hour	image_collection	ee.ImageCollection('MODIS/062/MCD18A1')	NASA LP DAAC at the USGS EROS Center	2000-03-03	2025-05-01	-180, -90, 180, 90	False	climate, par, radiation	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_062_MCD18A1.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_062_MCD18A1	other
MODIS/062/MCD18C2	MCD18C2.062 Photosynthetically Active Radiation Daily 3-Hour	image_collection	ee.ImageCollection('MODIS/062/MCD18C2')	NASA LP DAAC at the USGS EROS Center	2000-02-24	2025-05-01	-180, -90, 180, 90	False	climate, par, radiation	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_062_MCD18C2.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_062_MCD18C2	other
MODIS/MCD43A1	MCD43A1.005 BRDF-Albedo Model Parameters 16-Day L3 Global 500m [deprecated]	image_collection	ee.ImageCollection('MODIS/MCD43A1')	NASA LP DAAC at the USGS EROS Center	2000-02-18	2017-03-14	-180, -90, 180, 90	True	16-day, albedo, brdf, global, mcd43a1, modis, reflectance, satellite-imagery, usgs	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MCD43A1.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MCD43A1	other
MODIS/MCD43A2	MCD43A2.005 BRDF-Albedo Quality 16-Day Global 500m [deprecated]	image_collection	ee.ImageCollection('MODIS/MCD43A2')	NASA LP DAAC at the USGS EROS Center	2000-02-18	2017-03-14	-180, -90, 180, 90	True	16-day, albedo, brdf, global, modis, quality, reflectance, satellite-imagery, usgs	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MCD43A2.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MCD43A2	other
MODIS/MCD43A4	MCD43A4.005 BRDF-Adjusted Reflectance 16-Day Global 500m [deprecated]	image_collection	ee.ImageCollection('MODIS/MCD43A4')	NASA LP DAAC at the USGS EROS Center	2000-02-18	2017-03-14	-180, -90, 180, 90	True	16-day, brdf, global, mcd43a4, modis, nbar, reflectance, satellite-imagery, surface-reflectance, usgs	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MCD43A4.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MCD43A4	other
MODIS/MCD43A4_006_BAI	MODIS Combined 16-Day BAI	image_collection	ee.ImageCollection('MODIS/MCD43A4_006_BAI')	Google	2000-02-24	2023-02-10	-180, -90, 180, 90	False	albedo, bai, brdf, daily, global, mcd43a4, modis, nasa, reflectance, usgs, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MCD43A4_006_BAI.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MCD43A4_006_BAI	other
MODIS/MCD43A4_006_EVI	MODIS Combined 16-Day EVI	image_collection	ee.ImageCollection('MODIS/MCD43A4_006_EVI')	Google	2000-02-24	2023-02-10	-180, -90, 180, 90	False	albedo, brdf, daily, evi, global, mcd43a4, modis, nasa, reflectance, usgs, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MCD43A4_006_EVI.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MCD43A4_006_EVI	other
MODIS/MCD43A4_006_NDSI	MODIS Combined 16-Day NDSI	image_collection	ee.ImageCollection('MODIS/MCD43A4_006_NDSI')	Google	2000-02-24	2023-02-10	-180, -90, 180, 90	False	albedo, brdf, daily, global, mcd43a4, modis, nasa, ndsi, reflectance, usgs, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MCD43A4_006_NDSI.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MCD43A4_006_NDSI	other
MODIS/MCD43A4_006_NDVI	MODIS Combined 16-Day NDVI	image_collection	ee.ImageCollection('MODIS/MCD43A4_006_NDVI')	Google	2000-02-24	2023-02-10	-180, -90, 180, 90	False	albedo, brdf, daily, global, mcd43a4, modis, nasa, ndvi, reflectance, usgs, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MCD43A4_006_NDVI.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MCD43A4_006_NDVI	other
MODIS/MCD43A4_006_NDWI	MODIS Combined 16-Day NDWI	image_collection	ee.ImageCollection('MODIS/MCD43A4_006_NDWI')	Google	2000-02-24	2023-02-10	-180, -90, 180, 90	False	albedo, brdf, daily, global, mcd43a4, modis, nasa, ndwi, reflectance, usgs, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MCD43A4_006_NDWI.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MCD43A4_006_NDWI	other
MODIS/MCD43A4_BAI	MODIS Combined 16-Day BAI [deprecated]	image_collection	ee.ImageCollection('MODIS/MCD43A4_BAI')	Google	2000-02-18	2017-03-14	-180, -90, 180, 90	True	16-day, bai, brdf, global, mcd43a4, modis, nbar, reflectance, surface-reflectance, usgs, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MCD43A4_BAI.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MCD43A4_BAI	other
MODIS/MCD43A4_EVI	MODIS Combined 16-Day EVI [deprecated]	image_collection	ee.ImageCollection('MODIS/MCD43A4_EVI')	Google	2000-02-18	2017-03-14	-180, -90, 180, 90	True	16-day, brdf, evi, global, mcd43a4, modis, nbar, reflectance, surface-reflectance, usgs, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MCD43A4_EVI.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MCD43A4_EVI	other
MODIS/MCD43A4_NDSI	MODIS Combined 16-Day NDSI [deprecated]	image_collection	ee.ImageCollection('MODIS/MCD43A4_NDSI')	Google	2000-02-18	2017-03-14	-180, -90, 180, 90	True	16-day, brdf, global, mcd43a4, modis, nbar, ndsi, reflectance, surface-reflectance, usgs, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MCD43A4_NDSI.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MCD43A4_NDSI	other
MODIS/MCD43A4_NDVI	MODIS Combined 16-Day NDVI [deprecated]	image_collection	ee.ImageCollection('MODIS/MCD43A4_NDVI')	Google	2000-02-18	2017-03-14	-180, -90, 180, 90	True	16-day, brdf, global, mcd43a4, modis, nbar, ndvi, reflectance, surface-reflectance, usgs, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MCD43A4_NDVI.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MCD43A4_NDVI	other
MODIS/MCD43A4_NDWI	MODIS Combined 16-Day NDWI [deprecated]	image_collection	ee.ImageCollection('MODIS/MCD43A4_NDWI')	Google	2000-02-18	2017-03-14	-180, -90, 180, 90	True	16-day, brdf, global, mcd43a4, modis, nbar, ndwi, reflectance, surface-reflectance, usgs, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MCD43A4_NDWI.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MCD43A4_NDWI	other
MODIS/MOD09A1	MOD09A1.005 Surface Reflectance 8-Day Global 500m [deprecated]	image_collection	ee.ImageCollection('MODIS/MOD09A1')	NASA LP DAAC at the USGS EROS Center	2000-02-18	2017-03-22	-180, -90, 180, 90	True	8-day, global, mod09a1, modis, satellite-imagery, surface-reflectance, terra	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MOD09A1.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MOD09A1	other
MODIS/MOD09GA	MOD09GA.005 Terra Surface Reflectance Daily L2G Global 1km and 500m [deprecated]	image_collection	ee.ImageCollection('MODIS/MOD09GA')	NASA LP DAAC at the USGS EROS Center	2000-02-24	2017-03-30	-180, -90, 180, 90	True	daily, global, mod09ga, modis, satellite-imagery, surface-reflectance, terra, usgs	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MOD09GA.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MOD09GA	other
MODIS/MOD09GA_006_BAI	MODIS Terra Daily BAI	image_collection	ee.ImageCollection('MODIS/MOD09GA_006_BAI')	Google	2000-02-24	2023-02-17	-180, -90, 180, 90	False	bai, daily, global, mod09ga, modis, surface-reflectance, terra, usgs, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MOD09GA_006_BAI.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MOD09GA_006_BAI	other
MODIS/MOD09GA_006_EVI	MODIS Terra Daily EVI	image_collection	ee.ImageCollection('MODIS/MOD09GA_006_EVI')	Google	2000-02-24	2023-02-17	-180, -90, 180, 90	False	daily, evi, global, mod09ga, modis, surface-reflectance, terra, usgs, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MOD09GA_006_EVI.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MOD09GA_006_EVI	other
MODIS/MOD09GA_006_NDSI	MODIS Terra Daily NDSI	image_collection	ee.ImageCollection('MODIS/MOD09GA_006_NDSI')	Google	2000-02-24	2023-02-17	-180, -90, 180, 90	False	daily, global, mod09ga, modis, ndsi, surface-reflectance, terra, usgs, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MOD09GA_006_NDSI.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MOD09GA_006_NDSI	other
MODIS/MOD09GA_006_NDVI	MODIS Terra Daily NDVI	image_collection	ee.ImageCollection('MODIS/MOD09GA_006_NDVI')	Google	2000-02-24	2023-02-17	-180, -90, 180, 90	False	daily, global, mod09ga, modis, ndvi, surface-reflectance, terra, usgs, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MOD09GA_006_NDVI.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MOD09GA_006_NDVI	other
MODIS/MOD09GA_006_NDWI	MODIS Terra Daily NDWI	image_collection	ee.ImageCollection('MODIS/MOD09GA_006_NDWI')	Google	2000-02-24	2023-02-17	-180, -90, 180, 90	False	daily, global, mod09ga, modis, ndwi, surface-reflectance, terra, usgs, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MOD09GA_006_NDWI.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MOD09GA_006_NDWI	other
MODIS/MOD09GA_BAI	MODIS Terra Daily BAI [deprecated]	image_collection	ee.ImageCollection('MODIS/MOD09GA_BAI')	Google	2000-02-24	2017-03-30	-180, -90, 180, 90	True	bai, daily, global, mod09ga, modis, surface-reflectance, terra, usgs, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MOD09GA_BAI.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MOD09GA_BAI	other
MODIS/MOD09GA_EVI	MODIS Terra Daily EVI [deprecated]	image_collection	ee.ImageCollection('MODIS/MOD09GA_EVI')	Google	2000-02-24	2017-03-30	-180, -90, 180, 90	True	daily, evi, global, mod09ga, modis, surface-reflectance, terra, usgs, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MOD09GA_EVI.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MOD09GA_EVI	other
MODIS/MOD09GA_NDSI	MODIS Terra Daily NDSI [deprecated]	image_collection	ee.ImageCollection('MODIS/MOD09GA_NDSI')	Google	2000-02-24	2017-03-30	-180, -90, 180, 90	True	daily, global, mod09ga, modis, ndsi, surface-reflectance, terra, usgs, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MOD09GA_NDSI.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MOD09GA_NDSI	other
MODIS/MOD09GA_NDVI	MODIS Terra Daily NDVI [deprecated]	image_collection	ee.ImageCollection('MODIS/MOD09GA_NDVI')	Google	2000-02-24	2017-03-30	-180, -90, 180, 90	True	daily, global, mod09ga, modis, ndvi, surface-reflectance, terra, usgs, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MOD09GA_NDVI.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MOD09GA_NDVI	other
MODIS/MOD09GA_NDWI	MODIS Terra Daily NDWI [deprecated]	image_collection	ee.ImageCollection('MODIS/MOD09GA_NDWI')	Google	2000-02-24	2017-03-30	-180, -90, 180, 90	True	daily, global, mod09ga, modis, ndwi, surface-reflectance, terra, usgs, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MOD09GA_NDWI.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MOD09GA_NDWI	other
MODIS/MOD09GQ	MOD09GQ.005 Terra Surface Reflectance Daily L2G Global 250m [deprecated]	image_collection	ee.ImageCollection('MODIS/MOD09GQ')	NASA LP DAAC at the USGS EROS Center	2000-02-24	2017-03-30	-180, -90, 180, 90	True	daily, global, mod09gq, modis, satellite-imagery, surface-reflectance, terra, usgs	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MOD09GQ.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MOD09GQ	other
MODIS/MOD09Q1	MOD09Q1.005 Surface Reflectance 8-Day Global 250m [deprecated]	image_collection	ee.ImageCollection('MODIS/MOD09Q1')	NASA LP DAAC at the USGS EROS Center	2000-02-18	2017-03-22	-180, -90, 180, 90	True	8-day, global, mod09q1, modis, satellite-imagery, surface-reflectance, terra	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MOD09Q1.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MOD09Q1	other
MODIS/MOD10A1	MOD10A1.005 Terra Snow Cover Daily Global 500m [deprecated]	image_collection	ee.ImageCollection('MODIS/MOD10A1')	NSIDC	2000-02-24	2016-12-26	-180, -90, 180, 90	True	albedo, cryosphere, daily, geophysical, global, mod10a1, modis, nsidc, snow, terra	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MOD10A1.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MOD10A1	other
MODIS/MOD11A1	MOD11A1.005 Terra Land Surface Temperature and Emissivity Daily Global 1 km Grid SIN [deprecated]	image_collection	ee.ImageCollection('MODIS/MOD11A1')	NASA LP DAAC at the USGS EROS Center	2000-03-05	2017-03-30	-180, -90, 180, 90	True	daily, emissivity, global, landuse-landcover, lst, mod11a1, modis, surface-temperature, terra	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MOD11A1.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MOD11A1	other
MODIS/MOD11A2	MOD11A2.005 Land Surface Temperature and Emissivity 8-Day Global 1km [deprecated]	image_collection	ee.ImageCollection('MODIS/MOD11A2')	NASA LP DAAC at the USGS EROS Center	2000-03-05	2017-03-22	-180, -90, 180, 90	True	8-day, emissivity, global, landuse-landcover, lst, mod11a2, modis, surface-temperature, terra	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MOD11A2.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MOD11A2	other
MODIS/MOD13A1	MOD13A1.005 Vegetation Indices 16-Day L3 Global 500m [deprecated]	image_collection	ee.ImageCollection('MODIS/MOD13A1')	NASA LP DAAC at the USGS EROS Center	2000-02-18	2017-03-06	-180, -90, 180, 90	True	16-day, evi, global, mod13a1, modis, ndvi, terra, vegetation, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MOD13A1.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MOD13A1	other
MODIS/MOD13Q1	MOD13Q1.005 Vegetation Indices 16-Day Global 250m [deprecated]	image_collection	ee.ImageCollection('MODIS/MOD13Q1')	NASA LP DAAC at the USGS EROS Center	2000-02-18	2017-03-06	-180, -90, 180, 90	True	16-day, evi, global, mod13q1, modis, ndvi, terra, vegetation, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MOD13Q1.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MOD13Q1	other
MODIS/MOD44W/MOD44W_005_2000_02_24	MOD44W.005 Land Water Mask Derived From MODIS and SRTM	image	ee.Image('MODIS/MOD44W/MOD44W_005_2000_02_24')	NASA LP DAAC at the USGS EROS Center	2000-02-24	2000-02-24	-180, -90, 180, 90	False	geophysical, mod44w, modis, srtm, surface-ground-water, water-mask	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MOD44W_MOD44W_005_2000_02_24.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MOD44W_MOD44W_005_2000_02_24	other
MODIS/MYD09A1	MYD09A1.005 Surface Reflectance 8-Day L3 Global 500m [deprecated]	image_collection	ee.ImageCollection('MODIS/MYD09A1')	NASA LP DAAC at the USGS EROS Center	2002-07-04	2017-03-22	-180, -90, 180, 90	True	8-day, aqua, global, modis, myd09a1, satellite-imagery, surface-reflectance	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MYD09A1.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MYD09A1	other
MODIS/MYD09GA	MYD09GA.005 Aqua Surface Reflectance Daily L2G Global 1km and 500m [deprecated]	image_collection	ee.ImageCollection('MODIS/MYD09GA')	NASA LP DAAC at the USGS EROS Center	2002-07-04	2017-03-30	-180, -90, 180, 90	True	aqua, daily, global, modis, myd09ga, satellite-imagery, surface-reflectance, usgs	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MYD09GA.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MYD09GA	other
MODIS/MYD09GA_006_BAI	MODIS Aqua Daily BAI	image_collection	ee.ImageCollection('MODIS/MYD09GA_006_BAI')	Google	2002-07-04	2023-02-25	-180, -90, 180, 90	False	aqua, bai, daily, global, modis, myd09ga, surface-reflectance, usgs, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MYD09GA_006_BAI.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MYD09GA_006_BAI	other
MODIS/MYD09GA_006_EVI	MODIS Aqua Daily EVI	image_collection	ee.ImageCollection('MODIS/MYD09GA_006_EVI')	Google	2002-07-04	2023-02-25	-180, -90, 180, 90	False	aqua, daily, evi, global, modis, myd09ga, surface-reflectance, usgs, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MYD09GA_006_EVI.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MYD09GA_006_EVI	other
MODIS/MYD09GA_006_NDSI	MODIS Aqua Daily NDSI	image_collection	ee.ImageCollection('MODIS/MYD09GA_006_NDSI')	Google	2002-07-04	2023-02-25	-180, -90, 180, 90	False	aqua, daily, global, modis, myd09ga, ndsi, surface-reflectance, usgs, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MYD09GA_006_NDSI.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MYD09GA_006_NDSI	other
MODIS/MYD09GA_006_NDVI	MODIS Aqua Daily NDVI	image_collection	ee.ImageCollection('MODIS/MYD09GA_006_NDVI')	Google	2002-07-04	2023-02-25	-180, -90, 180, 90	False	aqua, daily, global, modis, myd09ga, ndvi, surface-reflectance, usgs, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MYD09GA_006_NDVI.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MYD09GA_006_NDVI	other
MODIS/MYD09GA_006_NDWI	MODIS Aqua Daily NDWI	image_collection	ee.ImageCollection('MODIS/MYD09GA_006_NDWI')	Google	2002-07-04	2023-02-25	-180, -90, 180, 90	False	aqua, daily, global, modis, myd09ga, ndwi, surface-reflectance, usgs, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MYD09GA_006_NDWI.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MYD09GA_006_NDWI	other
MODIS/MYD09GA_BAI	MODIS Aqua Daily BAI [deprecated]	image_collection	ee.ImageCollection('MODIS/MYD09GA_BAI')	Google	2002-07-04	2017-03-30	-180, -90, 180, 90	True	aqua, bai, daily, global, modis, myd09ga, surface-reflectance, usgs, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MYD09GA_BAI.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MYD09GA_BAI	other
MODIS/MYD09GA_EVI	MODIS Aqua Daily EVI [deprecated]	image_collection	ee.ImageCollection('MODIS/MYD09GA_EVI')	Google	2002-07-04	2017-03-30	-180, -90, 180, 90	True	aqua, daily, evi, global, modis, myd09ga, surface-reflectance, usgs, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MYD09GA_EVI.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MYD09GA_EVI	other
MODIS/MYD09GA_NDSI	MODIS Aqua Daily NDSI [deprecated]	image_collection	ee.ImageCollection('MODIS/MYD09GA_NDSI')	Google	2002-07-04	2017-03-30	-180, -90, 180, 90	True	aqua, daily, global, modis, myd09ga, ndsi, surface-reflectance, usgs, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MYD09GA_NDSI.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MYD09GA_NDSI	other
MODIS/MYD09GA_NDVI	MODIS Aqua Daily NDVI [deprecated]	image_collection	ee.ImageCollection('MODIS/MYD09GA_NDVI')	Google	2002-07-04	2017-03-30	-180, -90, 180, 90	True	aqua, daily, global, modis, myd09ga, ndvi, surface-reflectance, usgs, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MYD09GA_NDVI.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MYD09GA_NDVI	other
MODIS/MYD09GA_NDWI	MODIS Aqua Daily NDWI [deprecated]	image_collection	ee.ImageCollection('MODIS/MYD09GA_NDWI')	Google	2002-07-04	2017-03-30	-180, -90, 180, 90	True	aqua, daily, global, modis, myd09ga, ndwi, surface-reflectance, usgs, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MYD09GA_NDWI.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MYD09GA_NDWI	other
MODIS/MYD09GQ	MYD09GQ.005 Aqua Surface Reflectance Daily L2G Global 250m [deprecated]	image_collection	ee.ImageCollection('MODIS/MYD09GQ')	NASA LP DAAC at the USGS EROS Center	2002-07-04	2017-03-30	-180, -90, 180, 90	True	aqua, daily, global, modis, myd09gq, satellite-imagery, surface-reflectance, usgs	https://storage.googleapis.com/earthengine-stac/catalog/MODIS/MODIS_MYD09GQ.json	https://developers.google.com/earth-engine/datasets/catalog/MODIS_MYD09GQ	other
